baseline	treatment	instance_id	direction
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	matplotlib__matplotlib-22719	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	matplotlib__matplotlib-22865	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	matplotlib__matplotlib-25479	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	matplotlib__matplotlib-26208	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	matplotlib__matplotlib-26291	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	psf__requests-2931	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	pydata__xarray-3151	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	pydata__xarray-3305	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	pydata__xarray-6461	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	pydata__xarray-7229	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	pydata__xarray-7233	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	pylint-dev__pylint-4661	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	pylint-dev__pylint-6386	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	pytest-dev__pytest-10356	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-10908	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-13439	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-14629	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-14983	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-9288	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-10466	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7440	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7590	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7748	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7889	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7910	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8056	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8120	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8593	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8638	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8721	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9229	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-12419	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-13852	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-13877	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-13878	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-15345	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-15809	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-16450	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-17655	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-18199	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-18698	treatment_only
CoSIL-Qwen2.5-32B	CoSIL-Qwen2.5-32B+MURAL	sympy__sympy-22456	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	astropy__astropy-13579	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	astropy__astropy-14369	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	astropy__astropy-7166	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	astropy__astropy-7606	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-10999	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11087	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11099	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11141	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11149	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11163	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11179	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11477	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11603	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11728	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11790	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11820	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-11951	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-12050	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-12419	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-12708	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-12858	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13128	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13212	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13279	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13344	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13346	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13449	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13512	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13658	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13794	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13807	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-13821	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-14404	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-14493	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-14534	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-14608	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-14787	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-15103	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-15252	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-15503	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-15554	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-15572	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-15695	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-15973	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-16136	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-16315	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-16595	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-16661	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-16819	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-16950	baseline_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	django__django-9296	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	matplotlib__matplotlib-20676	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	matplotlib__matplotlib-24870	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	matplotlib__matplotlib-25479	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	matplotlib__matplotlib-26208	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	matplotlib__matplotlib-26291	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	mwaskom__seaborn-3069	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pydata__xarray-4094	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pydata__xarray-4356	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pydata__xarray-4966	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pydata__xarray-6461	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pydata__xarray-7229	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pydata__xarray-7233	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pylint-dev__pylint-4661	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pylint-dev__pylint-6386	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	pytest-dev__pytest-7236	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-10908	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-13779	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-14141	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-25973	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-10323	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-10466	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7440	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7590	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7748	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7889	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7910	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7985	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8035	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8056	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8269	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8595	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9320	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-13372	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-13615	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-13852	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-15345	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-15599	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-15809	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-16886	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-17139	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-17655	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-18199	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-18698	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-22714	treatment_only
Agentless-Qwen2.5-32B	Agentless-Qwen2.5-32B+MURAL	sympy__sympy-23413	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	astropy__astropy-7166	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-10554	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-10999	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-11099	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-11265	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-11292	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-11532	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-11603	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-11734	baseline_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-11790	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-12419	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-13012	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-13121	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-13128	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-13344	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-13406	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-13449	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-13794	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-14122	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-14170	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-14434	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-14608	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-14765	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-14915	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-15161	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-15252	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-15695	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-15732	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-15973	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-16032	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-16145	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-16256	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-16642	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	django__django-9296	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	matplotlib__matplotlib-22865	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	matplotlib__matplotlib-23412	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	matplotlib__matplotlib-24637	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	matplotlib__matplotlib-24870	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	matplotlib__matplotlib-25479	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	matplotlib__matplotlib-26291	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	pallets__flask-5014	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	pydata__xarray-3305	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	pydata__xarray-4094	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	pydata__xarray-6461	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	pydata__xarray-7229	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	pylint-dev__pylint-6528	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	pytest-dev__pytest-5262	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	pytest-dev__pytest-7236	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-10297	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-10908	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-12682	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-13439	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-13496	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-14629	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-10466	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-10673	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7440	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7748	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7889	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7910	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7985	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8056	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8120	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8593	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8595	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8638	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9229	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9461	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9591	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-13091	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-13615	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-14531	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-15345	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-15976	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-16450	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-16792	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-16886	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-17139	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-17318	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-17655	treatment_only
