approach	instance_id	repository	candidate_count	target_count	matched_target_count	first_rank	file_hit	target_coverage	hit	mrr	complete
Issue	astropy__astropy-8872	astropy__astropy	5	2	2	1	1	1.0	1	1.0	1
Issue	django__django-10097	django__django	3	1	0	0	1	0.0	0	0.0	0
Issue	django__django-10554	django__django	5	2	2	1	1	1.0	1	1.0	1
Issue	django__django-10880	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-10914	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-10973	django__django	5	3	2	1	1	0.6666666666666666	1	1.0	0
Issue	django__django-10999	django__django	1	1	0	0	1	0.0	0	0.0	0
Issue	django__django-11066	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11087	django__django	5	3	2	1	1	0.6666666666666666	1	1.0	0
Issue	django__django-11095	django__django	5	2	2	1	1	1.0	1	1.0	1
Issue	django__django-11099	django__django	2	2	0	0	1	0.0	0	0.0	0
Issue	django__django-11119	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11133	django__django	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-11138	django__django	5	14	3	2	1	0.21428571428571427	1	0.5	0
Issue	django__django-11141	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11149	django__django	5	5	1	1	1	0.2	1	1.0	0
Issue	django__django-11163	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11179	django__django	4	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11206	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11211	django__django	5	1	0	0	0	0.0	0	0.0	0
Issue	django__django-11239	django__django	3	1	0	0	1	0.0	0	0.0	0
Issue	django__django-11265	django__django	5	2	1	1	1	0.5	1	1.0	0
Issue	django__django-11276	django__django	5	4	2	1	1	0.5	1	1.0	0
Issue	django__django-11292	django__django	5	4	1	2	1	0.25	1	0.5	0
Issue	django__django-11299	django__django	5	1	0	0	0	0.0	0	0.0	0
Issue	django__django-11333	django__django	5	4	3	1	1	0.75	1	1.0	0
Issue	django__django-11400	django__django	2	5	1	1	1	0.2	1	1.0	0
Issue	django__django-11433	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11451	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11477	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-11490	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-11532	django__django	5	11	2	1	1	0.18181818181818182	1	1.0	0
Issue	django__django-11551	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11555	django__django	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-11603	django__django	0	1	0	0	0	0.0	0	0.0	0
Issue	django__django-11728	django__django	5	2	0	0	1	0.0	0	0.0	0
Issue	django__django-11734	django__django	5	4	0	0	1	0.0	0	0.0	0
Issue	django__django-11740	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11749	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11790	django__django	5	1	1	2	1	1.0	1	0.5	1
Issue	django__django-11815	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11820	django__django	5	1	1	5	1	1.0	1	0.2	1
Issue	django__django-11848	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-11880	django__django	0	1	0	0	0	0.0	0	0.0	0
Issue	django__django-11885	django__django	5	9	3	1	1	0.3333333333333333	1	1.0	0
Issue	django__django-11951	django__django	0	1	0	0	0	0.0	0	0.0	0
Issue	django__django-11964	django__django	0	1	0	0	0	0.0	0	0.0	0
Issue	django__django-11999	django__django	4	1	1	1	1	1.0	1	1.0	1
Issue	django__django-12039	django__django	5	2	1	1	1	0.5	1	1.0	0
Issue	django__django-12050	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-12125	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-12143	django__django	1	1	0	0	1	0.0	0	0.0	0
Issue	django__django-12155	django__django	1	5	2	1	1	0.4	1	1.0	0
Issue	django__django-12193	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-12209	django__django	0	1	0	0	0	0.0	0	0.0	0
Issue	django__django-12262	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-12273	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-12276	django__django	2	2	2	1	1	1.0	1	1.0	1
Issue	django__django-12304	django__django	3	1	0	0	1	0.0	0	0.0	0
Issue	django__django-12308	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-12325	django__django	5	3	2	1	1	0.6666666666666666	1	1.0	0
Issue	django__django-12406	django__django	5	3	2	1	1	0.6666666666666666	1	1.0	0
Issue	django__django-12419	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-12663	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-12708	django__django	5	1	1	2	1	1.0	1	0.5	1
Issue	django__django-12713	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-12741	django__django	5	2	1	1	1	0.5	1	1.0	0
Issue	django__django-12754	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-12774	django__django	0	1	0	0	0	0.0	0	0.0	0
Issue	django__django-12858	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-12965	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13012	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13023	django__django	3	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13028	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13033	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13089	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13109	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13112	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13121	django__django	5	11	5	1	1	0.45454545454545453	1	1.0	0
Issue	django__django-13128	django__django	5	3	1	2	1	0.3333333333333333	1	0.5	0
Issue	django__django-13158	django__django	5	2	0	0	1	0.0	0	0.0	0
Issue	django__django-13195	django__django	1	3	1	1	1	0.3333333333333333	1	1.0	0
Issue	django__django-13212	django__django	5	11	0	0	1	0.0	0	0.0	0
Issue	django__django-13279	django__django	5	2	2	1	1	1.0	1	1.0	1
Issue	django__django-13297	django__django	5	2	1	1	1	0.5	1	1.0	0
Issue	django__django-13315	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13343	django__django	4	2	2	1	1	1.0	1	1.0	1
Issue	django__django-13344	django__django	5	5	0	0	0	0.0	0	0.0	0
Issue	django__django-13346	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13363	django__django	5	2	1	5	1	0.5	1	0.2	0
Issue	django__django-13401	django__django	3	3	3	1	1	1.0	1	1.0	1
Issue	django__django-13406	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13410	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13417	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13449	django__django	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-13512	django__django	5	3	1	4	1	0.3333333333333333	1	0.25	0
Issue	django__django-13513	django__django	1	2	2	1	1	1.0	1	1.0	1
Issue	django__django-13516	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13551	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13568	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13569	django__django	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-13590	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13658	django__django	1	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13670	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13741	django__django	4	5	3	1	1	0.6	1	1.0	0
Issue	django__django-13786	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13794	django__django	5	2	2	2	1	1.0	1	0.5	1
Issue	django__django-13807	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13809	django__django	5	2	2	2	1	1.0	1	0.5	1
Issue	django__django-13810	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13820	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13821	django__django	4	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13837	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13925	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-13933	django__django	4	1	1	1	1	1.0	1	1.0	1
Issue	django__django-13964	django__django	5	1	0	0	0	0.0	0	0.0	0
Issue	django__django-14007	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14011	django__django	5	2	0	0	0	0.0	0	0.0	0
Issue	django__django-14017	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14034	django__django	0	2	0	0	0	0.0	0	0.0	0
Issue	django__django-14053	django__django	5	2	2	1	1	1.0	1	1.0	1
Issue	django__django-14089	django__django	5	1	0	0	0	0.0	0	0.0	0
Issue	django__django-14122	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14140	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14155	django__django	2	1	1	2	1	1.0	1	0.5	1
Issue	django__django-14170	django__django	5	3	0	0	1	0.0	0	0.0	0
Issue	django__django-14238	django__django	3	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14311	django__django	5	1	1	4	1	1.0	1	0.25	1
Issue	django__django-14315	django__django	5	2	2	2	1	1.0	1	0.5	1
Issue	django__django-14349	django__django	3	2	2	1	1	1.0	1	1.0	1
Issue	django__django-14351	django__django	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-14373	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14376	django__django	1	2	1	1	1	0.5	1	1.0	0
Issue	django__django-14404	django__django	1	1	0	0	0	0.0	0	0.0	0
Issue	django__django-14434	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14493	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14500	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14534	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14539	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14559	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14580	django__django	5	1	1	4	1	1.0	1	0.25	1
Issue	django__django-14608	django__django	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-14631	django__django	4	8	4	1	1	0.5	1	1.0	0
Issue	django__django-14672	django__django	0	1	0	0	0	0.0	0	0.0	0
Issue	django__django-14725	django__django	5	3	2	2	1	0.6666666666666666	1	0.5	0
Issue	django__django-14752	django__django	2	2	2	1	1	1.0	1	1.0	1
Issue	django__django-14765	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14771	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14787	django__django	1	1	0	0	1	0.0	0	0.0	0
Issue	django__django-14792	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14855	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14915	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-14999	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15022	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15037	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15098	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-15103	django__django	5	2	2	1	1	1.0	1	1.0	1
Issue	django__django-15104	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15127	django__django	5	1	1	4	1	1.0	1	0.25	1
Issue	django__django-15128	django__django	5	3	2	1	1	0.6666666666666666	1	1.0	0
Issue	django__django-15161	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15252	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-15268	django__django	5	2	2	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-15277	django__django	4	1	0	0	1	0.0	0	0.0	0
Issue	django__django-15278	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15280	django__django	5	1	0	0	0	0.0	0	0.0	0
Issue	django__django-15315	django__django	4	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15368	django__django	1	2	2	1	1	1.0	1	1.0	1
Issue	django__django-15375	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-15380	django__django	4	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15382	django__django	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-15467	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15499	django__django	5	1	1	2	1	1.0	1	0.5	1
Issue	django__django-15503	django__django	5	5	1	1	1	0.2	1	1.0	0
Issue	django__django-15525	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15554	django__django	5	4	2	4	1	0.5	1	0.25	0
Issue	django__django-15561	django__django	5	2	0	0	1	0.0	0	0.0	0
Issue	django__django-15563	django__django	5	2	0	0	1	0.0	0	0.0	0
Issue	django__django-15569	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15572	django__django	5	1	1	2	1	1.0	1	0.5	1
Issue	django__django-15629	django__django	5	4	1	2	1	0.25	1	0.5	0
Issue	django__django-15695	django__django	5	1	1	2	1	1.0	1	0.5	1
Issue	django__django-15731	django__django	1	2	1	1	1	0.5	1	1.0	0
Issue	django__django-15732	django__django	5	4	2	1	1	0.5	1	1.0	0
Issue	django__django-15741	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15814	django__django	5	1	1	4	1	1.0	1	0.25	1
Issue	django__django-15851	django__django	1	1	0	0	1	0.0	0	0.0	0
Issue	django__django-15863	django__django	3	1	1	1	1	1.0	1	1.0	1
Issue	django__django-15916	django__django	4	3	1	1	1	0.3333333333333333	1	1.0	0
Issue	django__django-15930	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-15957	django__django	5	3	0	0	0	0.0	0	0.0	0
Issue	django__django-15973	django__django	5	1	0	0	0	0.0	0	0.0	0
Issue	django__django-15987	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-16032	django__django	5	4	2	3	1	0.5	1	0.3333333333333333	0
Issue	django__django-16082	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-16100	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16116	django__django	4	2	2	1	1	1.0	1	1.0	1
Issue	django__django-16136	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-16139	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16145	django__django	3	1	0	0	1	0.0	0	0.0	0
Issue	django__django-16255	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16256	django__django	5	5	3	1	1	0.6	1	1.0	0
Issue	django__django-16263	django__django	5	8	0	0	1	0.0	0	0.0	0
Issue	django__django-16315	django__django	5	3	2	1	1	0.6666666666666666	1	1.0	0
Issue	django__django-16333	django__django	3	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16429	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16454	django__django	4	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16485	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16493	django__django	3	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16502	django__django	5	2	1	1	1	0.5	1	1.0	0
Issue	django__django-16527	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16560	django__django	5	15	4	1	1	0.26666666666666666	1	1.0	0
Issue	django__django-16569	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16595	django__django	4	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16612	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16631	django__django	5	3	2	1	1	0.6666666666666666	1	1.0	0
Issue	django__django-16642	django__django	5	1	1	2	1	1.0	1	0.5	1
Issue	django__django-16661	django__django	4	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16662	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16667	django__django	1	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16801	django__django	5	2	1	1	1	0.5	1	1.0	0
Issue	django__django-16819	django__django	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	django__django-16877	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-16899	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-16901	django__django	5	2	2	1	1	1.0	1	1.0	1
Issue	django__django-16938	django__django	5	2	0	0	1	0.0	0	0.0	0
Issue	django__django-16950	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-17029	django__django	2	1	1	1	1	1.0	1	1.0	1
Issue	django__django-17084	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-17087	django__django	5	1	0	0	1	0.0	0	0.0	0
Issue	django__django-7530	django__django	5	1	1	1	1	1.0	1	1.0	1
Issue	django__django-9296	django__django	0	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-13989	matplotlib__matplotlib	1	1	1	1	1	1.0	1	1.0	1
Issue	matplotlib__matplotlib-14623	matplotlib__matplotlib	5	5	1	1	1	0.2	1	1.0	0
Issue	matplotlib__matplotlib-20488	matplotlib__matplotlib	5	1	1	4	1	1.0	1	0.25	1
Issue	matplotlib__matplotlib-20676	matplotlib__matplotlib	5	1	0	0	1	0.0	0	0.0	0
Issue	matplotlib__matplotlib-20826	matplotlib__matplotlib	5	1	1	2	1	1.0	1	0.5	1
Issue	matplotlib__matplotlib-20859	matplotlib__matplotlib	4	1	1	1	1	1.0	1	1.0	1
Issue	matplotlib__matplotlib-21568	matplotlib__matplotlib	5	1	0	0	1	0.0	0	0.0	0
Issue	matplotlib__matplotlib-22719	matplotlib__matplotlib	0	2	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-22865	matplotlib__matplotlib	5	1	1	3	1	1.0	1	0.3333333333333333	1
Issue	matplotlib__matplotlib-22871	matplotlib__matplotlib	0	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-23299	matplotlib__matplotlib	0	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-23314	matplotlib__matplotlib	0	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-23412	matplotlib__matplotlib	5	1	1	2	1	1.0	1	0.5	1
Issue	matplotlib__matplotlib-23476	matplotlib__matplotlib	5	1	0	0	1	0.0	0	0.0	0
Issue	matplotlib__matplotlib-24026	matplotlib__matplotlib	0	2	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-24149	matplotlib__matplotlib	3	1	1	2	1	1.0	1	0.5	1
Issue	matplotlib__matplotlib-24177	matplotlib__matplotlib	5	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-24570	matplotlib__matplotlib	0	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-24627	matplotlib__matplotlib	5	1	0	0	1	0.0	0	0.0	0
Issue	matplotlib__matplotlib-24637	matplotlib__matplotlib	5	2	1	1	1	0.5	1	1.0	0
Issue	matplotlib__matplotlib-24870	matplotlib__matplotlib	5	4	0	0	1	0.0	0	0.0	0
Issue	matplotlib__matplotlib-24970	matplotlib__matplotlib	1	1	1	1	1	1.0	1	1.0	1
Issue	matplotlib__matplotlib-25122	matplotlib__matplotlib	1	1	1	1	1	1.0	1	1.0	1
Issue	matplotlib__matplotlib-25287	matplotlib__matplotlib	2	3	1	1	1	0.3333333333333333	1	1.0	0
Issue	matplotlib__matplotlib-25311	matplotlib__matplotlib	5	2	1	3	1	0.5	1	0.3333333333333333	0
Issue	matplotlib__matplotlib-25332	matplotlib__matplotlib	5	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-25479	matplotlib__matplotlib	5	2	0	0	1	0.0	0	0.0	0
Issue	matplotlib__matplotlib-25775	matplotlib__matplotlib	5	8	3	1	1	0.375	1	1.0	0
Issue	matplotlib__matplotlib-25960	matplotlib__matplotlib	5	2	2	1	1	1.0	1	1.0	1
Issue	matplotlib__matplotlib-26113	matplotlib__matplotlib	0	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-26208	matplotlib__matplotlib	5	2	1	5	1	0.5	1	0.2	0
Issue	matplotlib__matplotlib-26291	matplotlib__matplotlib	5	1	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-26342	matplotlib__matplotlib	0	3	0	0	0	0.0	0	0.0	0
Issue	matplotlib__matplotlib-26466	matplotlib__matplotlib	0	5	0	0	0	0.0	0	0.0	0
Issue	mwaskom__seaborn-3069	mwaskom__seaborn	5	3	2	3	1	0.6666666666666666	1	0.3333333333333333	0
Issue	mwaskom__seaborn-3187	mwaskom__seaborn	5	2	0	0	1	0.0	0	0.0	0
Issue	pallets__flask-5014	pallets__flask	4	1	0	0	0	0.0	0	0.0	0
Issue	psf__requests-1142	psf__requests	5	1	1	2	1	1.0	1	0.5	1
Issue	psf__requests-1724	psf__requests	5	2	2	1	1	1.0	1	1.0	1
Issue	psf__requests-1766	psf__requests	5	1	1	2	1	1.0	1	0.5	1
Issue	psf__requests-1921	psf__requests	5	1	0	0	1	0.0	0	0.0	0
Issue	psf__requests-2317	psf__requests	4	2	2	1	1	1.0	1	1.0	1
Issue	psf__requests-2931	psf__requests	5	2	0	0	1	0.0	0	0.0	0
Issue	psf__requests-5414	psf__requests	3	1	1	1	1	1.0	1	1.0	1
Issue	psf__requests-6028	psf__requests	5	1	0	0	0	0.0	0	0.0	0
Issue	pydata__xarray-2905	pydata__xarray	5	1	0	0	1	0.0	0	0.0	0
Issue	pydata__xarray-3095	pydata__xarray	5	9	1	1	1	0.1111111111111111	1	1.0	0
Issue	pydata__xarray-3151	pydata__xarray	5	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-3305	pydata__xarray	4	2	1	2	1	0.5	1	0.5	0
Issue	pydata__xarray-3677	pydata__xarray	5	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-3993	pydata__xarray	2	2	2	1	1	1.0	1	1.0	1
Issue	pydata__xarray-4075	pydata__xarray	5	1	1	2	1	1.0	1	0.5	1
Issue	pydata__xarray-4094	pydata__xarray	5	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-4356	pydata__xarray	5	1	0	0	1	0.0	0	0.0	0
Issue	pydata__xarray-4629	pydata__xarray	1	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-4687	pydata__xarray	5	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-4695	pydata__xarray	5	1	0	0	1	0.0	0	0.0	0
Issue	pydata__xarray-4966	pydata__xarray	4	1	0	0	1	0.0	0	0.0	0
Issue	pydata__xarray-6461	pydata__xarray	1	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-6599	pydata__xarray	5	1	0	0	1	0.0	0	0.0	0
Issue	pydata__xarray-6721	pydata__xarray	5	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-6744	pydata__xarray	5	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-6938	pydata__xarray	5	9	1	1	1	0.1111111111111111	1	1.0	0
Issue	pydata__xarray-6992	pydata__xarray	5	3	2	4	1	0.6666666666666666	1	0.25	0
Issue	pydata__xarray-7229	pydata__xarray	5	2	0	0	0	0.0	0	0.0	0
Issue	pydata__xarray-7233	pydata__xarray	5	1	1	1	1	1.0	1	1.0	1
Issue	pydata__xarray-7393	pydata__xarray	5	1	0	0	0	0.0	0	0.0	0
Issue	pylint-dev__pylint-4551	pylint-dev__pylint	5	6	0	0	1	0.0	0	0.0	0
Issue	pylint-dev__pylint-4604	pylint-dev__pylint	5	2	0	0	1	0.0	0	0.0	0
Issue	pylint-dev__pylint-4661	pylint-dev__pylint	5	2	1	1	1	0.5	1	1.0	0
Issue	pylint-dev__pylint-4970	pylint-dev__pylint	5	1	0	0	1	0.0	0	0.0	0
Issue	pylint-dev__pylint-6386	pylint-dev__pylint	5	6	1	1	1	0.16666666666666666	1	1.0	0
Issue	pylint-dev__pylint-6528	pylint-dev__pylint	0	4	0	0	0	0.0	0	0.0	0
Issue	pylint-dev__pylint-6903	pylint-dev__pylint	1	1	1	1	1	1.0	1	1.0	1
Issue	pylint-dev__pylint-7080	pylint-dev__pylint	5	1	0	0	0	0.0	0	0.0	0
Issue	pylint-dev__pylint-7277	pylint-dev__pylint	1	1	0	0	1	0.0	0	0.0	0
Issue	pylint-dev__pylint-8898	pylint-dev__pylint	5	4	1	1	1	0.25	1	1.0	0
Issue	pytest-dev__pytest-10051	pytest-dev__pytest	5	2	1	1	1	0.5	1	1.0	0
Issue	pytest-dev__pytest-10081	pytest-dev__pytest	5	1	0	0	1	0.0	0	0.0	0
Issue	pytest-dev__pytest-10356	pytest-dev__pytest	5	2	2	1	1	1.0	1	1.0	1
Issue	pytest-dev__pytest-5262	pytest-dev__pytest	3	1	0	0	0	0.0	0	0.0	0
Issue	pytest-dev__pytest-5631	pytest-dev__pytest	1	1	0	0	0	0.0	0	0.0	0
Issue	pytest-dev__pytest-5787	pytest-dev__pytest	5	3	0	0	0	0.0	0	0.0	0
Issue	pytest-dev__pytest-5809	pytest-dev__pytest	1	1	1	1	1	1.0	1	1.0	1
