instance_id	source	token_budget	candidate_entities	selected_entities	rendered_context_tokens	budget_fill	mean_selected_source_tokens	truncated_entities
django__django-11211	Dense	4000	50	14	3899	0.97475	804.3571428571429	9
django__django-11239	Dense	4000	50	45	3949	0.98725	31.244444444444444	1
django__django-11265	Dense	4000	50	20	3976	0.994	240.85	4
django__django-11276	Dense	4000	50	21	3813	0.95325	184.04761904761904	3
django__django-11292	Dense	4000	50	30	3914	0.9785	129.36666666666667	4
django__django-11299	Dense	4000	50	33	3939	0.98475	72.0909090909091	3
django__django-11333	Dense	4000	50	21	3842	0.9605	161.33333333333334	4
django__django-11400	Dense	4000	50	22	3939	0.98475	158.0909090909091	5
django__django-11433	Dense	4000	50	26	3952	0.988	92.15384615384616	4
django__django-11451	Dense	4000	50	24	3933	0.98325	113.375	3
django__django-11477	Dense	4000	50	23	3752	0.938	148.8695652173913	1
django__django-11490	Dense	4000	50	22	3934	0.9835	150.45454545454547	3
django__django-11532	Dense	4000	50	23	3796	0.949	134.95652173913044	4
django__django-11551	Dense	4000	50	18	3987	0.99675	187.16666666666666	3
django__django-11555	Dense	4000	50	33	3995	0.99875	81.36363636363636	3
django__django-11603	Dense	4000	50	42	3965	0.99125	31.476190476190474	0
django__django-11728	Dense	4000	50	23	3848	0.962	163.30434782608697	3
django__django-11734	Dense	4000	50	24	3883	0.97075	267.5	8
django__django-11740	Dense	4000	50	14	3992	0.998	329.14285714285717	6
django__django-11749	Dense	4000	50	16	3947	0.98675	275.3125	6
django__django-11790	Dense	4000	50	29	3924	0.981	90.44827586206897	2
django__django-11815	Dense	4000	50	20	3973	0.99325	106.75	1
django__django-11820	Dense	4000	50	17	3889	0.97225	439.4117647058824	8
django__django-11848	Dense	4000	50	26	3942	0.9855	111.5	3
django__django-11880	Dense	4000	50	27	3905	0.97625	106.07407407407408	4
django__django-11885	Dense	4000	50	22	3838	0.9595	152.0	4
django__django-11951	Dense	4000	50	20	3960	0.99	175.95	4
django__django-11964	Dense	4000	50	18	3697	0.92425	155.72222222222223	4
django__django-11999	Dense	4000	50	20	3854	0.9635	185.85	6
django__django-12039	Dense	4000	50	22	3921	0.98025	160.45454545454547	1
django__django-12050	Dense	4000	50	18	3989	0.99725	246.16666666666666	5
django__django-12125	Dense	4000	50	26	3828	0.957	108.6923076923077	2
django__django-12143	Dense	4000	50	21	3979	0.99475	171.04761904761904	5
django__django-12155	Dense	4000	50	19	3954	0.9885	181.42105263157896	2
django__django-12193	Dense	4000	50	23	3907	0.97675	131.2173913043478	2
django__django-12209	Dense	4000	50	26	3988	0.997	97.96153846153847	4
django__django-12262	Dense	4000	50	19	3971	0.99275	168.3684210526316	2
django__django-12273	Dense	4000	50	22	3821	0.95525	129.5	3
django__django-12276	Dense	4000	50	27	3920	0.98	81.03703703703704	0
django__django-12304	Dense	4000	50	31	3971	0.99275	94.45161290322581	3
django__django-12308	Dense	4000	50	20	3974	0.9935	229.25	6
django__django-12325	Dense	4000	50	18	3846	0.9615	228.0	5
django__django-12406	Dense	4000	50	34	3834	0.9585	58.44117647058823	2
django__django-12419	Dense	4000	50	32	3994	0.9985	51.4375	1
django__django-12663	Dense	4000	50	38	3981	0.99525	73.94736842105263	2
django__django-12708	Dense	4000	50	22	3789	0.94725	146.95454545454547	2
django__django-12713	Dense	4000	50	16	4000	1.0	268.0	5
django__django-12741	Dense	4000	50	20	3873	0.96825	137.1	2
django__django-12754	Dense	4000	50	18	3988	0.997	396.8888888888889	7
django__django-12774	Dense	4000	50	19	3797	0.94925	198.10526315789474	5
django__django-12858	Dense	4000	50	24	3871	0.96775	150.29166666666666	5
django__django-12965	Dense	4000	50	24	3824	0.956	173.125	4
django__django-13012	Dense	4000	50	29	3950	0.9875	84.06896551724138	1
django__django-13023	Dense	4000	50	26	3916	0.979	98.38461538461539	1
django__django-13028	Dense	4000	50	23	3814	0.9535	222.52173913043478	6
django__django-13033	Dense	4000	50	19	3930	0.9825	235.31578947368422	6
django__django-13089	Dense	4000	50	22	3954	0.9885	136.3181818181818	2
django__django-13109	Dense	4000	50	21	3987	0.99675	205.57142857142858	6
django__django-13112	Dense	4000	50	8	3931	0.98275	256.625	3
django__django-13121	Dense	4000	50	23	3924	0.981	118.1304347826087	1
django__django-13128	Dense	4000	50	29	3935	0.98375	82.62068965517241	2
django__django-13158	Dense	4000	50	24	3979	0.99475	124.375	2
django__django-13195	Dense	4000	50	25	3945	0.98625	110.52	2
django__django-13212	Dense	4000	50	33	3852	0.963	70.36363636363636	2
django__django-13279	Dense	4000	50	29	3960	0.99	76.06896551724138	0
django__django-13297	Dense	4000	50	24	3977	0.99425	124.20833333333333	3
django__django-13315	Dense	4000	50	18	3949	0.98725	178.5	3
django__django-13343	Dense	4000	50	27	3994	0.9985	116.03703703703704	3
django__django-13344	Dense	4000	50	21	3981	0.99525	153.23809523809524	3
django__django-13346	Dense	4000	50	25	3901	0.97525	116.36	3
django__django-13363	Dense	4000	50	26	3918	0.9795	79.73076923076923	2
django__django-13401	Dense	4000	50	19	3878	0.9695	213.0	6
django__django-13406	Dense	4000	50	23	3998	0.9995	138.0	3
django__django-13410	Dense	4000	50	32	3979	0.99475	71.5	1
django__django-13417	Dense	4000	50	19	3806	0.9515	221.78947368421052	7
django__django-13449	Dense	4000	50	19	3988	0.997	111.73684210526316	0
django__django-13512	Dense	4000	50	20	3912	0.978	141.4	2
django__django-13513	Dense	4000	50	20	3943	0.98575	188.9	5
django__django-13516	Dense	4000	50	16	3832	0.958	480.5	8
django__django-13551	Dense	4000	50	29	3710	0.9275	68.13793103448276	1
django__django-13568	Dense	4000	50	24	3888	0.972	127.75	4
django__django-13569	Dense	4000	50	19	3952	0.988	263.8421052631579	5
django__django-13590	Dense	4000	50	41	3972	0.993	35.829268292682926	0
django__django-13658	Dense	4000	50	17	3968	0.992	217.2941176470588	4
django__django-13670	Dense	4000	50	41	3933	0.98325	32.19512195121951	0
django__django-13741	Dense	4000	50	36	3974	0.9935	37.361111111111114	0
django__django-13786	Dense	4000	50	30	3941	0.98525	138.5	4
django__django-13794	Dense	4000	50	29	3916	0.979	82.3103448275862	3
django__django-13807	Dense	4000	50	26	3926	0.9815	143.30769230769232	7
django__django-13809	Dense	4000	50	30	3816	0.954	80.13333333333334	3
django__django-13810	Dense	4000	50	30	3960	0.99	92.6	3
django__django-13820	Dense	4000	50	16	3926	0.9815	391.875	11
django__django-13821	Dense	4000	50	39	3977	0.99425	32.51282051282051	0
django__django-13837	Dense	4000	50	24	3995	0.99875	151.70833333333334	5
django__django-13925	Dense	4000	50	28	3733	0.93325	73.10714285714286	2
django__django-13933	Dense	4000	50	24	3892	0.973	77.29166666666667	1
django__django-13964	Dense	4000	50	20	3916	0.979	195.85	7
django__django-14007	Dense	4000	50	21	3992	0.998	172.33333333333334	4
django__django-14011	Dense	4000	50	23	3859	0.96475	147.95652173913044	4
django__django-14017	Dense	4000	50	24	3799	0.94975	104.95833333333333	1
django__django-14034	Dense	4000	50	22	3970	0.9925	118.22727272727273	1
django__django-14053	Dense	4000	50	26	3972	0.993	140.80769230769232	5
django__django-14089	Dense	4000	50	24	3926	0.9815	162.95833333333334	4
django__django-14122	Dense	4000	50	16	3966	0.9915	337.625	10
django__django-14140	Dense	4000	50	30	3841	0.96025	107.16666666666667	1
django__django-14155	Dense	4000	50	30	3983	0.99575	91.83333333333333	2
django__django-14170	Dense	4000	50	23	3966	0.9915	221.47826086956522	4
django__django-14238	Dense	4000	50	17	3838	0.9595	126.05882352941177	4
django__django-14311	Dense	4000	50	27	3989	0.99725	130.74074074074073	6
django__django-14315	Dense	4000	50	35	3791	0.94775	61.2	3
django__django-14349	Dense	4000	50	27	3954	0.9885	103.44444444444444	2
django__django-14351	Dense	4000	50	17	3898	0.9745	316.94117647058823	3
django__django-14373	Dense	4000	50	37	3905	0.97625	36.513513513513516	0
django__django-14376	Dense	4000	50	33	3973	0.99325	77.0909090909091	3
django__django-14404	Dense	4000	50	25	3831	0.95775	138.32	5
django__django-14434	Dense	4000	50	35	3904	0.976	44.65714285714286	1
django__django-14493	Dense	4000	50	29	3987	0.99675	131.41379310344828	5
django__django-14500	Dense	4000	50	19	3799	0.94975	246.52631578947367	6
django__django-14534	Dense	4000	50	26	3961	0.99025	120.34615384615384	4
django__django-14539	Dense	4000	50	26	3988	0.997	137.3846153846154	3
django__django-14559	Dense	4000	50	19	3949	0.98725	180.42105263157896	3
django__django-14580	Dense	4000	50	17	3893	0.97325	107.76470588235294	1
django__django-14608	Dense	4000	50	27	3881	0.97025	127.44444444444444	5
django__django-14631	Dense	4000	50	27	3904	0.976	98.4074074074074	2
django__django-14672	Dense	4000	50	27	3922	0.9805	330.81481481481484	6
django__django-14725	Dense	4000	50	31	3981	0.99525	93.3225806451613	4
django__django-14752	Dense	4000	50	27	3892	0.973	89.4074074074074	1
django__django-14765	Dense	4000	50	19	3757	0.93925	220.89473684210526	7
django__django-14771	Dense	4000	50	30	3989	0.99725	71.93333333333334	1
django__django-14787	Dense	4000	50	21	3906	0.9765	163.38095238095238	6
django__django-14792	Dense	4000	50	23	3993	0.99825	111.6086956521739	3
django__django-14855	Dense	4000	50	22	3973	0.99325	151.86363636363637	5
django__django-14915	Dense	4000	50	26	3830	0.9575	78.53846153846153	1
django__django-14999	Dense	4000	50	28	3945	0.98625	127.21428571428571	2
django__django-15022	Dense	4000	50	15	3850	0.9625	449.6	7
django__django-15037	Dense	4000	50	30	3996	0.999	94.06666666666666	3
django__django-15098	Dense	4000	50	18	3538	0.8845	179.11111111111111	5
django__django-15103	Dense	4000	50	29	3931	0.98275	79.20689655172414	1
django__django-15104	Dense	4000	50	16	3844	0.961	201.0	3
django__django-15127	Dense	4000	50	30	3863	0.96575	76.83333333333333	1
django__django-15128	Dense	4000	50	17	3984	0.996	384.0	7
django__django-15161	Dense	4000	50	36	3946	0.9865	59.0	1
django__django-15252	Dense	4000	50	29	3959	0.98975	119.93103448275862	4
django__django-15268	Dense	4000	50	30	3993	0.99825	74.93333333333334	1
django__django-15277	Dense	4000	50	29	3986	0.9965	72.58620689655173	0
django__django-15278	Dense	4000	50	31	3998	0.9995	65.64516129032258	2
django__django-15280	Dense	4000	50	24	3924	0.981	131.20833333333334	4
django__django-15315	Dense	4000	50	34	3904	0.976	69.05882352941177	2
django__django-15368	Dense	4000	50	15	3924	0.981	272.53333333333336	4
django__django-15375	Dense	4000	50	30	3987	0.99675	101.8	4
django__django-15380	Dense	4000	50	17	3809	0.95225	295.0	6
django__django-15382	Dense	4000	50	25	3778	0.9445	152.4	2
django__django-15467	Dense	4000	50	17	3924	0.981	215.8235294117647	5
django__django-15499	Dense	4000	50	28	3946	0.9865	148.89285714285714	3
django__django-15503	Dense	4000	50	20	3938	0.9845	122.15	4
django__django-15525	Dense	4000	50	33	3788	0.947	59.24242424242424	3
django__django-15554	Dense	4000	50	23	3959	0.98975	128.52173913043478	3
django__django-15561	Dense	4000	50	25	3653	0.91325	58.2	0
django__django-15563	Dense	4000	50	14	3810	0.9525	415.0	11
django__django-15569	Dense	4000	50	31	3844	0.961	63.096774193548384	0
django__django-15572	Dense	4000	50	22	3920	0.98	149.4090909090909	2
django__django-15629	Dense	4000	50	34	3902	0.9755	46.529411764705884	0
django__django-15695	Dense	4000	50	27	3913	0.97825	91.29629629629629	2
django__django-15731	Dense	4000	50	31	3942	0.9855	63.54838709677419	1
django__django-15732	Dense	4000	50	22	3997	0.99925	167.72727272727272	5
django__django-15741	Dense	4000	50	24	3996	0.999	116.08333333333333	2
django__django-15814	Dense	4000	50	20	3977	0.99425	291.9	6
django__django-15851	Dense	4000	50	24	3984	0.996	103.79166666666667	1
django__django-15863	Dense	4000	50	32	3999	0.99975	96.375	2
django__django-15916	Dense	4000	50	16	3886	0.9715	315.1875	9
django__django-15930	Dense	4000	50	27	3867	0.96675	94.18518518518519	2
django__django-15957	Dense	4000	50	19	3960	0.99	240.05263157894737	4
django__django-15973	Dense	4000	50	9	3913	0.97825	315.0	5
django__django-15987	Dense	4000	50	22	3988	0.997	149.6818181818182	4
django__django-16032	Dense	4000	50	17	3784	0.946	294.7647058823529	7
django__django-16082	Dense	4000	50	23	3970	0.9925	96.52173913043478	1
django__django-16100	Dense	4000	50	18	3946	0.9865	270.22222222222223	5
django__django-16116	Dense	4000	50	18	3973	0.99325	370.5	7
django__django-16136	Dense	4000	50	31	3929	0.98225	95.87096774193549	3
django__django-16139	Dense	4000	50	26	3953	0.98825	90.8076923076923	3
django__django-16145	Dense	4000	50	25	3970	0.9925	109.76	2
django__django-16255	Dense	4000	50	30	3944	0.986	93.16666666666667	3
django__django-16256	Dense	4000	50	20	3756	0.939	457.45	5
django__django-16263	Dense	4000	50	22	3952	0.988	232.0909090909091	6
django__django-16315	Dense	4000	50	15	3882	0.9705	278.6666666666667	7
django__django-16333	Dense	4000	50	24	3943	0.98575	117.125	2
django__django-16429	Dense	4000	50	16	3897	0.97425	222.25	4
django__django-16454	Dense	4000	50	14	3886	0.9715	521.7142857142857	7
django__django-16485	Dense	4000	50	33	3901	0.97525	82.54545454545455	1
django__django-16493	Dense	4000	50	31	3950	0.9875	83.3225806451613	2
django__django-16502	Dense	4000	50	17	3977	0.99425	215.11764705882354	4
django__django-16527	Dense	4000	50	24	3915	0.97875	134.29166666666666	3
django__django-16560	Dense	4000	50	25	3890	0.9725	182.4	6
django__django-16569	Dense	4000	50	20	3998	0.9995	178.85	6
django__django-16595	Dense	4000	50	27	3904	0.976	229.2962962962963	3
django__django-16612	Dense	4000	50	25	3823	0.95575	198.6	7
django__django-16631	Dense	4000	50	41	3922	0.9805	38.53658536585366	1
django__django-16642	Dense	4000	50	30	3867	0.96675	97.86666666666666	5
django__django-16661	Dense	4000	50	23	3977	0.99425	115.04347826086956	2
django__django-16662	Dense	4000	50	8	3813	0.95325	255.625	2
django__django-16667	Dense	4000	50	38	3966	0.9915	53.026315789473685	2
django__django-16801	Dense	4000	50	24	3918	0.9795	167.29166666666666	5
django__django-16819	Dense	4000	50	31	3868	0.967	88.2258064516129	1
django__django-16877	Dense	4000	50	30	3987	0.99675	103.86666666666666	3
django__django-16899	Dense	4000	50	17	3852	0.963	190.88235294117646	3
django__django-16901	Dense	4000	50	31	3984	0.996	84.29032258064517	1
django__django-16938	Dense	4000	50	15	3891	0.97275	892.8666666666667	9
django__django-16950	Dense	4000	50	19	3869	0.96725	208.52631578947367	6
django__django-17029	Dense	4000	50	30	3887	0.97175	73.36666666666666	1
django__django-17084	Dense	4000	50	43	3963	0.99075	26.209302325581394	0
django__django-17087	Dense	4000	50	23	3939	0.98475	126.34782608695652	3
django__django-7530	Dense	4000	50	20	3924	0.981	261.4	7
django__django-9296	Dense	4000	50	38	3917	0.97925	49.60526315789474	1
matplotlib__matplotlib-13989	Dense	4000	50	3	1397	0.34925	1985.3333333333333	2
matplotlib__matplotlib-14623	Dense	4000	50	24	3902	0.9755	129.75	4
matplotlib__matplotlib-20488	Dense	4000	50	6	1398	0.3495	385.0	3
matplotlib__matplotlib-20676	Dense	4000	50	19	3934	0.9835	243.1578947368421	5
matplotlib__matplotlib-20826	Dense	4000	50	18	3697	0.92425	204.94444444444446	6
matplotlib__matplotlib-20859	Dense	4000	50	21	3871	0.96775	296.7142857142857	7
matplotlib__matplotlib-21568	Dense	4000	50	35	3766	0.9415	51.65714285714286	1
matplotlib__matplotlib-22719	Dense	4000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-22865	Dense	4000	50	17	3924	0.981	267.52941176470586	4
matplotlib__matplotlib-22871	Dense	4000	50	23	3840	0.96	129.34782608695653	4
matplotlib__matplotlib-23299	Dense	4000	50	31	3905	0.97625	76.70967741935483	2
matplotlib__matplotlib-23314	Dense	4000	50	28	3997	0.99925	84.14285714285714	2
matplotlib__matplotlib-23412	Dense	4000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-23476	Dense	4000	50	1	167	0.04175	74.0	0
matplotlib__matplotlib-24026	Dense	4000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-24149	Dense	4000	50	1	2745	0.68625	1975.0	1
matplotlib__matplotlib-24177	Dense	4000	50	1	805	0.20125	4547.0	1
matplotlib__matplotlib-24570	Dense	4000	50	17	3798	0.9495	355.4117647058824	9
matplotlib__matplotlib-24627	Dense	4000	50	13	3860	0.965	264.7692307692308	4
matplotlib__matplotlib-24637	Dense	4000	50	18	3896	0.974	293.27777777777777	6
matplotlib__matplotlib-24870	Dense	4000	50	21	3900	0.975	272.6190476190476	8
matplotlib__matplotlib-24970	Dense	4000	50	7	1835	0.45875	490.85714285714283	5
matplotlib__matplotlib-25122	Dense	4000	50	13	3940	0.985	380.53846153846155	7
matplotlib__matplotlib-25287	Dense	4000	50	19	3849	0.96225	264.0	7
matplotlib__matplotlib-25311	Dense	4000	50	4	3757	0.93925	848.5	3
matplotlib__matplotlib-25332	Dense	4000	50	21	3929	0.98225	212.04761904761904	4
matplotlib__matplotlib-25479	Dense	4000	50	18	3993	0.99825	198.94444444444446	4
matplotlib__matplotlib-25775	Dense	4000	50	23	3873	0.96825	141.56521739130434	4
matplotlib__matplotlib-25960	Dense	4000	50	21	3922	0.9805	162.9047619047619	4
matplotlib__matplotlib-26113	Dense	4000	50	18	3919	0.97975	569.5555555555555	9
matplotlib__matplotlib-26208	Dense	4000	50	20	3856	0.964	226.45	6
matplotlib__matplotlib-26291	Dense	4000	50	20	3998	0.9995	207.5	4
matplotlib__matplotlib-26342	Dense	4000	50	24	3944	0.986	258.3333333333333	7
matplotlib__matplotlib-26466	Dense	4000	50	16	3845	0.96125	179.8125	2
mwaskom__seaborn-3069	Dense	4000	50	10	3982	0.9955	527.4	5
mwaskom__seaborn-3187	Dense	4000	50	2	3878	0.9695	1396.5	2
pallets__flask-5014	Dense	4000	50	21	3887	0.97175	170.71428571428572	2
psf__requests-1142	Dense	4000	50	15	3937	0.98425	216.33333333333334	3
psf__requests-1724	Dense	4000	50	12	3995	0.99875	452.9166666666667	5
psf__requests-1766	Dense	4000	50	25	3868	0.967	160.24	6
psf__requests-1921	Dense	4000	50	19	3966	0.9915	216.3684210526316	6
psf__requests-2317	Dense	4000	50	16	3979	0.99475	239.6875	4
psf__requests-2931	Dense	4000	50	16	3763	0.94075	245.4375	5
psf__requests-5414	Dense	4000	50	14	3976	0.994	294.42857142857144	6
psf__requests-6028	Dense	4000	50	11	3819	0.95475	471.72727272727275	6
pydata__xarray-2905	Dense	4000	50	18	3801	0.95025	514.2222222222222	5
pydata__xarray-3095	Dense	4000	50	15	3760	0.94	405.46666666666664	9
pydata__xarray-3151	Dense	4000	50	14	3689	0.92225	414.0	6
pydata__xarray-3305	Dense	4000	50	13	3981	0.99525	430.9230769230769	8
pydata__xarray-3677	Dense	4000	50	16	3948	0.987	528.375	8
pydata__xarray-3993	Dense	4000	50	13	3846	0.9615	554.3846153846154	10
pydata__xarray-4075	Dense	4000	50	23	3862	0.9655	94.91304347826087	1
pydata__xarray-4094	Dense	4000	50	13	3870	0.9675	587.0	9
pydata__xarray-4356	Dense	4000	50	15	3947	0.98675	196.73333333333332	3
pydata__xarray-4629	Dense	4000	50	12	3839	0.95975	1062.0	11
pydata__xarray-4687	Dense	4000	50	19	3826	0.9565	392.10526315789474	7
pydata__xarray-4695	Dense	4000	50	11	3770	0.9425	999.5454545454545	10
pydata__xarray-4966	Dense	4000	50	24	3858	0.9645	254.375	4
pydata__xarray-6461	Dense	4000	50	11	3761	0.94025	921.1818181818181	8
pydata__xarray-6599	Dense	4000	50	20	3742	0.9355	229.4	3
pydata__xarray-6721	Dense	4000	50	13	3904	0.976	587.6153846153846	7
pydata__xarray-6744	Dense	4000	50	18	3846	0.9615	280.3333333333333	10
pydata__xarray-6938	Dense	4000	50	13	3921	0.98025	818.6153846153846	12
pydata__xarray-6992	Dense	4000	50	16	3893	0.97325	335.0625	7
pydata__xarray-7229	Dense	4000	50	12	3763	0.94075	932.3333333333334	11
pydata__xarray-7233	Dense	4000	50	17	3907	0.97675	391.8235294117647	8
pydata__xarray-7393	Dense	4000	50	13	3668	0.917	494.61538461538464	7
pylint-dev__pylint-4551	Dense	4000	50	2	1527	0.38175	601.0	1
pylint-dev__pylint-4604	Dense	4000	50	3	3645	0.91125	957.6666666666666	3
pylint-dev__pylint-4661	Dense	4000	50	15	3893	0.97325	400.6	4
pylint-dev__pylint-4970	Dense	4000	50	5	3927	0.98175	654.4	3
pylint-dev__pylint-6386	Dense	4000	50	6	3962	0.9905	838.6666666666666	6
pylint-dev__pylint-6528	Dense	4000	50	15	3997	0.99925	306.46666666666664	5
pylint-dev__pylint-6903	Dense	4000	50	10	3784	0.946	519.9	6
pylint-dev__pylint-7080	Dense	4000	50	7	3536	0.884	346.2857142857143	4
pylint-dev__pylint-7277	Dense	4000	50	19	3175	0.79375	132.10526315789474	2
pylint-dev__pylint-8898	Dense	4000	50	5	3996	0.999	543.2	3
pytest-dev__pytest-10051	Dense	4000	50	28	3831	0.95775	86.17857142857143	1
pytest-dev__pytest-10081	Dense	4000	50	23	3935	0.98375	126.65217391304348	2
pytest-dev__pytest-10356	Dense	4000	50	18	3971	0.99275	204.61111111111111	5
pytest-dev__pytest-5262	Dense	4000	50	29	3872	0.968	79.27586206896552	1
pytest-dev__pytest-5631	Dense	4000	50	18	3993	0.99825	196.33333333333334	4
pytest-dev__pytest-5787	Dense	4000	50	23	3931	0.98275	152.52173913043478	1
pytest-dev__pytest-5809	Dense	4000	50	16	3790	0.9475	284.1875	7
pytest-dev__pytest-5840	Dense	4000	50	18	3686	0.9215	149.0	2
pytest-dev__pytest-6197	Dense	4000	50	17	3691	0.92275	209.8235294117647	4
pytest-dev__pytest-6202	Dense	4000	50	24	3893	0.97325	125.33333333333333	2
pytest-dev__pytest-7205	Dense	4000	50	19	3991	0.99775	122.0	1
pytest-dev__pytest-7236	Dense	4000	50	29	3973	0.99325	89.55172413793103	2
pytest-dev__pytest-7324	Dense	4000	50	19	3996	0.999	282.42105263157896	10
pytest-dev__pytest-7432	Dense	4000	50	23	3865	0.96625	145.0	4
pytest-dev__pytest-7490	Dense	4000	50	20	3745	0.93625	174.15	5
pytest-dev__pytest-7521	Dense	4000	50	20	3922	0.9805	170.55	4
pytest-dev__pytest-7571	Dense	4000	50	31	3967	0.99175	72.09677419354838	0
pytest-dev__pytest-7982	Dense	4000	50	17	3902	0.9755	316.88235294117646	7
pytest-dev__pytest-8399	Dense	4000	50	16	3783	0.94575	321.4375	10
scikit-learn__scikit-learn-10297	Dense	4000	50	17	3740	0.935	346.29411764705884	7
scikit-learn__scikit-learn-10844	Dense	4000	50	12	3967	0.99175	510.75	7
scikit-learn__scikit-learn-10908	Dense	4000	50	21	3820	0.955	147.71428571428572	5
scikit-learn__scikit-learn-11310	Dense	4000	50	16	3954	0.9885	415.75	5
scikit-learn__scikit-learn-11578	Dense	4000	50	10	3705	0.92625	948.6	6
scikit-learn__scikit-learn-12585	Dense	4000	50	22	3914	0.9785	175.27272727272728	6
scikit-learn__scikit-learn-12682	Dense	4000	50	17	3923	0.98075	389.3529411764706	4
scikit-learn__scikit-learn-12973	Dense	4000	50	14	3800	0.95	584.2142857142857	4
scikit-learn__scikit-learn-13124	Dense	4000	50	18	3864	0.966	161.66666666666666	2
scikit-learn__scikit-learn-13135	Dense	4000	50	15	3982	0.9955	331.93333333333334	6
scikit-learn__scikit-learn-13142	Dense	4000	50	13	3985	0.99625	350.15384615384613	5
scikit-learn__scikit-learn-13328	Dense	4000	50	13	3982	0.9955	357.84615384615387	7
scikit-learn__scikit-learn-13439	Dense	4000	50	21	3900	0.975	142.0952380952381	5
scikit-learn__scikit-learn-13496	Dense	4000	50	14	3819	0.95475	221.92857142857142	7
scikit-learn__scikit-learn-13779	Dense	4000	50	19	3767	0.94175	189.26315789473685	6
scikit-learn__scikit-learn-14053	Dense	4000	50	13	3714	0.9285	408.9230769230769	7
scikit-learn__scikit-learn-14087	Dense	4000	50	12	3753	0.93825	943.4166666666666	7
scikit-learn__scikit-learn-14141	Dense	4000	50	35	3941	0.98525	53.6	1
scikit-learn__scikit-learn-14496	Dense	4000	50	13	3920	0.98	530.1538461538462	9
scikit-learn__scikit-learn-14629	Dense	4000	50	14	3954	0.9885	394.64285714285717	6
scikit-learn__scikit-learn-14710	Dense	4000	50	18	3766	0.9415	259.8888888888889	1
scikit-learn__scikit-learn-14894	Dense	4000	50	14	3760	0.94	402.92857142857144	7
scikit-learn__scikit-learn-14983	Dense	4000	50	23	3759	0.93975	128.52173913043478	4
scikit-learn__scikit-learn-15100	Dense	4000	50	17	3937	0.98425	154.88235294117646	3
scikit-learn__scikit-learn-25102	Dense	4000	50	18	3972	0.993	303.94444444444446	9
scikit-learn__scikit-learn-25232	Dense	4000	50	14	3769	0.94225	378.7857142857143	7
scikit-learn__scikit-learn-25747	Dense	4000	50	14	3820	0.955	346.7142857142857	7
scikit-learn__scikit-learn-25931	Dense	4000	50	14	3754	0.9385	340.92857142857144	6
scikit-learn__scikit-learn-25973	Dense	4000	50	17	3787	0.94675	222.05882352941177	2
scikit-learn__scikit-learn-26194	Dense	4000	50	18	3981	0.99525	564.6666666666666	9
scikit-learn__scikit-learn-26323	Dense	4000	50	16	3843	0.96075	219.5625	4
scikit-learn__scikit-learn-9288	Dense	4000	50	17	3855	0.96375	291.7647058823529	5
sphinx-doc__sphinx-10323	Dense	4000	50	25	3722	0.9305	92.4	1
sphinx-doc__sphinx-10435	Dense	4000	50	23	3973	0.99325	92.30434782608695	2
sphinx-doc__sphinx-10449	Dense	4000	50	23	3942	0.9855	135.56521739130434	4
sphinx-doc__sphinx-10466	Dense	4000	50	30	3982	0.9955	80.3	2
sphinx-doc__sphinx-10614	Dense	4000	50	19	3920	0.98	202.1578947368421	4
sphinx-doc__sphinx-10673	Dense	4000	50	14	3963	0.99075	595.4285714285714	9
sphinx-doc__sphinx-11445	Dense	4000	50	22	3969	0.99225	125.31818181818181	3
sphinx-doc__sphinx-11510	Dense	4000	50	19	3834	0.9585	270.6842105263158	8
sphinx-doc__sphinx-7440	Dense	4000	50	28	3917	0.97925	152.75	4
sphinx-doc__sphinx-7454	Dense	4000	50	18	3940	0.985	210.44444444444446	6
sphinx-doc__sphinx-7462	Dense	4000	50	16	3926	0.9815	325.25	6
sphinx-doc__sphinx-7590	Dense	4000	50	22	3981	0.99525	192.5909090909091	4
sphinx-doc__sphinx-7748	Dense	4000	50	18	3849	0.96225	234.05555555555554	7
sphinx-doc__sphinx-7757	Dense	4000	50	38	3996	0.999	52.18421052631579	2
sphinx-doc__sphinx-7889	Dense	4000	50	27	3869	0.96725	80.51851851851852	2
sphinx-doc__sphinx-7910	Dense	4000	50	15	3785	0.94625	335.93333333333334	8
sphinx-doc__sphinx-7985	Dense	4000	50	23	3976	0.994	172.8695652173913	4
sphinx-doc__sphinx-8035	Dense	4000	50	19	3966	0.9915	233.42105263157896	5
sphinx-doc__sphinx-8056	Dense	4000	50	21	3535	0.88375	147.9047619047619	4
sphinx-doc__sphinx-8120	Dense	4000	50	29	3949	0.98725	73.96551724137932	2
sphinx-doc__sphinx-8265	Dense	4000	50	21	3766	0.9415	167.85714285714286	5
sphinx-doc__sphinx-8269	Dense	4000	50	25	3877	0.96925	170.24	4
sphinx-doc__sphinx-8459	Dense	4000	50	20	3991	0.99775	164.35	4
sphinx-doc__sphinx-8475	Dense	4000	50	18	3760	0.94	225.11111111111111	4
sphinx-doc__sphinx-8548	Dense	4000	50	18	3887	0.97175	271.3333333333333	6
sphinx-doc__sphinx-8551	Dense	4000	50	13	3810	0.9525	333.84615384615387	5
sphinx-doc__sphinx-8593	Dense	4000	50	17	3911	0.97775	319.05882352941177	8
sphinx-doc__sphinx-8595	Dense	4000	50	18	3974	0.9935	249.88888888888889	4
